"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
1602 0.391169252929239 2 8 "GO:0007496" "anterior midgut development" 0.798035506377308
-380 0.140845878848788 3 429 "GO:0007498" "mesoderm development" 0.581272610740663
-1672 0.342440664305389 4 9 "GO:0007499" "ectoderm and mesoderm interaction" 0.766496186085382
-82 0.931955533948828 4 30 "GO:0007500" "mesodermal cell fate determination" 0.986148652284678
-576 0.475364166901881 2 43 "GO:0007501" "mesodermal cell fate specification" 0.839655073491768
622 0.648466999346879 4 15 "GO:0007502" "digestive tract mesoderm development" 0.911055515294639
-2588 0.0578420740366362 2 15 "GO:0007503" "fat body development" 0.427800196114623
-382 0.837877242932535 3 8 "GO:0007504;GO:0043095;GO:0043104;GO:1903730;GO:1903741" "obsolete regulation of GTP cyclohydrolase I activity" 0.959377513408906
921 0.374616464317764 3 26 "GO:0007506" "gonadal mesoderm development" 0.785057751274325
-407 0.00389370236929324 2 1534 "GO:0007507;GO:0072359" "circulatory system development" 0.138933381194505
1440 0.366017016775913 2 11 "GO:0007508" "larval heart development" 0.783550336370646
-922 0.48512091552456 2 16 "GO:0007509" "mesoderm migration involved in gastrulation" 0.840988296614432
1912 0.0557002278941157 2 28 "GO:0007512" "adult heart development" 0.422501370839174
-628 0.680716948812828 3 12 "GO:0007516" "hemocyte development" 0.918787159583474
-721 0.000283453431557546 2 736 "GO:0007517" "muscle organ development" 0.0292110252575385
54 0.977035874550183 2 8 "GO:0007518" "myoblast fate determination" 0.995707013139075
-1172 0.000658060451618466 5 239 "GO:0007519" "skeletal muscle tissue development" 0.0506905960004285
-1854 0.11666926840923 2 20 "GO:0007521" "muscle cell fate determination" 0.54690652750046
267 0.768461480293903 2 34 "GO:0007522" "visceral muscle development" 0.944161748171565
-497 0.645383426999156 4 24 "GO:0007523" "larval visceral muscle development" 0.909235916182443
-45 0.897642365149816 2 229 "GO:0007525" "somatic muscle development" 0.975920946299813
91 0.895724565334478 2 58 "GO:0007526" "larval somatic muscle development" 0.975409900791194
-635 0.420470037088177 3 45 "GO:0007527" "adult somatic muscle development" 0.813914849057333
-51 0.875561830749925 2 272 "GO:0007528" "neuromuscular junction development" 0.96857156999692
-147 0.772649671496509 2 109 "GO:0007530" "sex determination" 0.945212527298516
-414 0.603418796487643 2 44 "GO:0007538" "primary sex determination" 0.893898373245734
-527 0.689958083993301 2 16 "GO:0007539" "primary sex determination, soma" 0.921694494690851
463 0.695003839807634 5 20 "GO:0007542" "primary sex determination, germ-line" 0.92416726806853
-331 0.0321502537234295 2 1258 "GO:0007548;GO:0048608;GO:0061458" "reproductive system development" 0.339581488774063
414 0.487165375319785 2 79 "GO:0007549" "sex-chromosome dosage compensation" 0.840988296614432
2355 0.122676578449287 2 12 "GO:0007553;GO:0007554;GO:0045966;GO:0045998" "regulation of ecdysteroid metabolic process" 0.554224873965795
1214 0.445993893668729 4 11 "GO:0007555" "regulation of ecdysteroid secretion" 0.829334744589887
-314 0.741228837198486 3 31 "GO:0007562;GO:0008062" "eclosion" 0.936235302009039
-950 0.58946798672042 2 9 "GO:0007563" "regulation of eclosion" 0.889030413643221
1236 0.185925280791873 5 32 "GO:0007564;GO:0048079;GO:0048082" "regulation of cuticle pigmentation" 0.636437989744184
-868 0.00146729064575922 2 383 "GO:0007565;GO:0044706" "multi-multicellular organism process" 0.0810278855464539
-1027 0.106895551868687 2 69 "GO:0007566" "embryo implantation" 0.528110915897554
-1176 0.239137472371619 2 28 "GO:0007567" "parturition" 0.686103222086519
-443 0.00865323218146227 -1 1037 "GO:0007568" "obsolete aging" 0.196397466118545
-112 0.824699545686085 -1 109 "GO:0007569" "obsolete cell aging" 0.956471554188875
-283 0.255115227166924 3 462 "GO:0007584" "response to nutrient" 0.69906889054077
-372 0.56216582285213 2 68 "GO:0007585" "respiratory gaseous exchange by respiratory system" 0.877959566879038
-1302 0.00310587204877639 2 145 "GO:0007586" "digestion" 0.123789711878737
-500 0.240859536832507 3 155 "GO:0007588" "excretion" 0.687245202344512
-759 0.0661626510207163 2 165 "GO:0007589" "body fluid secretion" 0.446926294674378
-559 0.152254319639543 2 185 "GO:0007591" "molting cycle, chitin-based cuticle" 0.598875888462049
-1030 0.076289838673316 2 83 "GO:0007593;GO:0048067;GO:0048085" "chitin-based cuticle sclerotization" 0.473511603480254
-900 0.083017817841538 4 104 "GO:0007595" "lactation" 0.490286067055548
-480 0.144589568221076 4 261 "GO:0007596;GO:0007599;GO:0050817" "hemostasis" 0.586505918813314
-2597 0.193489158644511 2 7 "GO:0007597" "blood coagulation, intrinsic pathway" 0.641542749488279
-130 0.421587782043416 2 1139 "GO:0007600" "sensory perception" 0.813914849057333
214 0.440751539772811 3 370 "GO:0007601;GO:0050953" "sensory perception of light stimulus" 0.825840600075542
-377 0.418902353533209 4 129 "GO:0007602" "phototransduction" 0.813690613358189
925 0.225619971619344 2 48 "GO:0007603" "phototransduction, visible light" 0.673267892674977
13 0.99413323016955 6 9 "GO:0007604;GO:0009589" "detection of UV" 0.998729181007187
-438 0.0779231861925172 2 464 "GO:0007605;GO:0050954" "sensory perception of mechanical stimulus" 0.47577439383838
600 0.0663928607961149 2 265 "GO:0007606" "sensory perception of chemical stimulus" 0.446926294674378
168 0.707273933294714 2 141 "GO:0007608" "sensory perception of smell" 0.929011937132512
-282 0.11703790310271 3 908 "GO:0007611;GO:0050890" "cognition" 0.54690652750046
155 0.534261578397919 2 462 "GO:0007612" "learning" 0.868636877150827
-292 0.236216673865847 4 473 "GO:0007613" "memory" 0.684575517621789
708 0.183440882594714 2 99 "GO:0007614" "short-term memory" 0.63299555233814
394 0.659250039650652 2 35 "GO:0007615" "anesthesia-resistant memory" 0.914815195384694
-692 0.044722212336689 2 238 "GO:0007616" "long-term memory" 0.39122865102146
-717 0.0133432339769418 2 339 "GO:0007617;GO:0007618" "mating" 0.229978591296334
-341 0.419340439220457 3 158 "GO:0007619;GO:0008049" "courtship behavior" 0.813914849057333
-690 0.650901266504923 2 12 "GO:0007621" "negative regulation of female receptivity" 0.911963482469646
178 0.636275217044751 2 200 "GO:0007622;GO:0048512" "rhythmic behavior" 0.905412342128944
92 0.747971363658734 2 350 "GO:0007623" "circadian rhythm" 0.937119902977105
-463 0.80427304952429 2 8 "GO:0007624" "ultradian rhythm" 0.952107815410988
1107 0.285744242541992 2 26 "GO:0007625" "grooming behavior" 0.725394671646215
171 0.369277112619262 2 807 "GO:0007626" "locomotory behavior" 0.784109749031043
848 0.0932089188042223 3 110 "GO:0007628;GO:0090659" "walking behavior" 0.507814818816455
710 0.501702914662161 3 25 "GO:0007629" "flight behavior" 0.84898887812461
1188 0.302969071957841 3 21 "GO:0007630" "jump response" 0.736617144861562
48 0.889874451073023 2 236 "GO:0007631" "feeding behavior" 0.972511115489091
-307 0.444243884254242 4 175 "GO:0007632" "visual behavior" 0.828313902523924
619 0.558256766020358 2 25 "GO:0007634" "optokinetic behavior" 0.876002897291377
240 0.460568706659308 3 267 "GO:0007635" "chemosensory behavior" 0.834823395069781
1571 0.303004964683426 3 12 "GO:0007637;GO:0051780" "behavioral response to nutrient" 0.736617144861562
413 0.402986462401324 2 115 "GO:0007638" "mechanosensory behavior" 0.805549966733266
1111 0.00374040459179617 4 192 "GO:0008033" "tRNA processing" 0.137136179889604
-386 0.135120380328772 2 429 "GO:0008037;GO:0008038" "cell recognition" 0.575658111948165
-532 0.357181264424994 2 84 "GO:0008039" "synaptic target recognition" 0.777327029492723
-996 0.00414376912946221 2 234 "GO:0008045" "motor neuron axon guidance" 0.14363810627854
644 0.626024341240994 2 16 "GO:0008050;GO:0002347;GO:0002357" "female courtship behavior" 0.90371968179814
-777 0.192086155705535 2 79 "GO:0008052;GO:0016360;GO:0060582" "cell fate determination involved in pattern specification" 0.640873396042989
937 0.366122680498153 6 26 "GO:0008053" "mitochondrial fusion" 0.783550336370646
819 0.661261918070768 3 8 "GO:0008056;GO:0021917;GO:0021918;GO:0120006;GO:0120008;GO:1904937" "ocellus development" 0.914815195384694
48 0.957952576543269 4 34 "GO:0008057" "eye pigment granule organization" 0.990921190449265
433 0.659264020978957 3 29 "GO:0008063" "Toll signaling pathway" 0.914815195384694
8 0.979626703826818 2 306 "GO:0008064;GO:0030832;GO:0030833" "regulation of actin filament length" 0.996363738747953
-782 0.478088620437382 3 23 "GO:0008069" "dorsal/ventral axis specification, ovarian follicular epithelium" 0.84080744988018
-1269 0.0319817684612833 5 80 "GO:0008078" "mesodermal cell migration" 0.338740230952426
699 0.0814281902209578 3 175 "GO:0008088" "axo-dendritic transport" 0.48621319430929
701 0.227534387204615 2 83 "GO:0008089" "anterograde axonal transport" 0.675692070413705
782 0.33787388946779 2 42 "GO:0008090" "retrograde axonal transport" 0.763444824024109
1513 0.0373888456087621 2 53 "GO:0008103" "oocyte microtubule cytoskeleton polarization" 0.362296488707014
1126 0.0472406281532975 4 87 "GO:0008154" "actin polymerization or depolymerization" 0.397196284781749
257 0.692675331849353 2 66 "GO:0008156" "negative regulation of DNA replication" 0.92267983942064
-186 0.525870444977593 3 332 "GO:0008202" "steroid metabolic process" 0.863167214154284
-550 0.15411804957394 2 189 "GO:0008203;GO:0016125;GO:1902652" "sterol metabolic process" 0.600564254497121
29 0.964182889360791 6 68 "GO:0008206" "bile acid metabolic process" 0.993361080014238
878 0.312567934803597 2 37 "GO:0008207" "C21-steroid hormone metabolic process" 0.742139489032416
107 0.857817670698534 3 78 "GO:0008209" "androgen metabolic process" 0.964422727686575
-269 0.708392920853076 2 54 "GO:0008210" "estrogen metabolic process" 0.929011937132512
2464 0.140273106232732 2 10 "GO:0008216" "spermidine metabolic process" 0.581018927141732
-728 0.0491940229876433 3 206 "GO:0008217" "regulation of blood pressure" 0.402525342600609
-6474 0.0026876510549962 3 6 "GO:0008228" "opsonization" 0.113866816363339
-322 0.632176356941077 3 62 "GO:0008258" "head involution" 0.9042333845988
-3310 0.0026728757363166 2 23 "GO:0008272;GO:0019532;GO:1902358" "sulfate transmembrane transport" 0.113866816363339
710 0.0446064529305728 2 226 "GO:0008277" "regulation of G protein-coupled receptor signaling pathway" 0.39122865102146
58 0.688091020603718 2 1431 "GO:0008283" "cell population proliferation" 0.92113660885411
-444 0.00594671122013401 4 1145 "GO:0008284" "positive regulation of cell population proliferation" 0.165553741467747
98 0.548285036682159 2 1126 "GO:0008285" "negative regulation of cell population proliferation" 0.8738185349505
-469 0.309325114845248 7 132 "GO:0008286" "insulin receptor signaling pathway" 0.741278980406441
-167 0.91294197536242 3 12 "GO:0008291;GO:1900619" "acetate ester metabolic process" 0.981406188908065
-1543 0.474555019779101 5 6 "GO:0008292;GO:1900620" "acetylcholine biosynthetic process" 0.839655073491768
-361 0.524723220837643 3 87 "GO:0008293" "torso signaling pathway" 0.862703735065543
3061 0.195154022662476 3 5 "GO:0008295" "spermidine biosynthetic process" 0.642315311533898
684 0.155827043285299 3 121 "GO:0008298" "intracellular mRNA localization" 0.602910721508722
-805 0.396836455012524 2 31 "GO:0008299" "isoprenoid biosynthetic process" 0.800417207584296
-872 0.496142032722719 4 17 "GO:0008302" "female germline ring canal formation, actin assembly" 0.844548915523093
311 0.296750190086607 2 319 "GO:0008306" "associative learning" 0.730325865315999
421 0.357982235454818 4 134 "GO:0008333" "endosome to lysosome transport" 0.777327029492723
-184 0.836698928688937 2 35 "GO:0008334" "histone mRNA metabolic process" 0.959377513408906
-45 0.984969614032523 2 5 "GO:0008335" "female germline ring canal stabilization" 0.99723935264496
-532 0.0134855873189811 2 624 "GO:0008340;GO:0010259" "obsolete multicellular organism aging" 0.229978591296334
-1446 0.147871434707252 2 28 "GO:0008343" "adult feeding behavior" 0.592573600145824
233 0.419911963336203 2 342 "GO:0008344" "adult locomotory behavior" 0.813914849057333
-102 0.857687873713701 2 87 "GO:0008345" "larval locomotory behavior" 0.964422727686575
-658 0.146564551511157 4 137 "GO:0008347" "glial cell migration" 0.589194132748594
-185 0.899463130954708 3 13 "GO:0008348" "negative regulation of antimicrobial humoral response" 0.975995018437472
560 0.278591058746426 3 105 "GO:0008354" "germ cell migration" 0.718353121603707
724 0.122493858001223 4 128 "GO:0008355" "olfactory learning" 0.553727422120526
84 0.778815167274017 2 320 "GO:0008356" "asymmetric cell division" 0.946468593746318
-2568 0.144839772486905 4 9 "GO:0008359" "regulation of bicoid mRNA localization" 0.586589540618767
-109 0.717978940508465 2 309 "GO:0008360" "regulation of cell shape" 0.93184802846876
162 0.478839070919174 5 553 "GO:0008361" "regulation of cell size" 0.84080744988018
-1016 0.154294731359028 2 55 "GO:0008362" "chitin-based embryonic cuticle biosynthetic process" 0.600927871676454
-154 0.83200093477218 4 53 "GO:0008363;GO:0042337;GO:0035293" "larval chitin-based cuticle development" 0.958000774357941
972 0.602894242131883 -1 8 "GO:0008377" "obsolete light-induced release of internally sequestered calcium ion" 0.893898373245734
889 1.2660808302565e-06 3 871 "GO:0008380;GO:0006397" "mRNA processing" 0.000689652315109719
-429 0.0347877905903499 3 702 "GO:0008406;GO:0045137" "development of primary sexual characteristics" 0.351185414310459
-579 0.241460065870285 2 115 "GO:0008407" "chaeta morphogenesis" 0.687245202344512
-498 0.617888981285343 2 28 "GO:0008535;GO:0033617" "respiratory chain complex IV assembly" 0.901858999354679
-193 0.686590068879214 3 123 "GO:0008542" "visual learning" 0.920402750069378
-263 0.581413602020382 7 123 "GO:0008543" "fibroblast growth factor receptor signaling pathway" 0.88510360524198
-220 0.281461828839216 2 697 "GO:0008544;GO:0009913" "epidermis development" 0.721549145996642
376 0.154720542472867 2 408 "GO:0008582;GO:0051963;GO:1904396" "regulation of synapse assembly" 0.600927871676454
-106 0.743229765200214 2 269 "GO:0008584;GO:0046546" "development of primary male sexual characteristics" 0.936235302009039
109 0.801161766311806 3 150 "GO:0008586" "imaginal disc-derived wing vein morphogenesis" 0.951713577135453
-789 0.0896048353318785 4 130 "GO:0008587" "imaginal disc-derived wing margin morphogenesis" 0.500161010560579
442 0.185066464756163 5 254 "GO:0008589" "regulation of smoothened signaling pathway" 0.634804980813645
1221 0.248132776068443 2 25 "GO:0008592" "regulation of Toll signaling pathway" 0.693235626789671
-629 0.0272892482393279 3 350 "GO:0008593" "regulation of Notch signaling pathway" 0.319061728185662
-269 0.619073746412817 4 96 "GO:0008594" "photoreceptor cell morphogenesis" 0.901858999354679
137 0.874453298152625 3 37 "GO:0008608" "attachment of spindle microtubules to kinetochore" 0.96857156999692
-9 0.961130243495843 2 862 "GO:0008610" "lipid biosynthetic process" 0.992425788971136
593 0.736207575417674 3 9 "GO:0008611;GO:0046504;GO:1901503" "ether biosynthetic process" 0.936235302009039
1471 0.297611150049657 5 14 "GO:0008614;GO:0042816;GO:0042819;GO:0042822;GO:0042823" "vitamin B6 metabolic process" 0.730444205798999
-19 0.991854762963659 2 8 "GO:0008615" "pyridoxine biosynthetic process" 0.998329160623948
-1739 0.420206684265682 3 6 "GO:0008616;GO:0046116" "queuosine biosynthetic process" 0.813914849057333
-148 0.876567762150731 3 31 "GO:0008625" "extrinsic apoptotic signaling pathway via death domain receptors" 0.968623702719351
889 0.109302761993789 3 91 "GO:0008630" "intrinsic apoptotic signaling pathway in response to DNA damage" 0.532275135992743
231 0.776783334075291 4 42 "GO:0008631;GO:0036473" "obsolete cell death in response to oxidative stress" 0.946156250171843
-1158 0.591426719702504 -1 6 "GO:0008635" "obsolete activation of cysteine-type endopeptidase activity involved in apoptotic process by cytochrome c" 0.889991405989727
286 0.580317257724776 2 105 "GO:0008637" "apoptotic mitochondrial changes" 0.884949218128385
-2369 6.27958236176832e-06 4 102 "GO:0008643" "carbohydrate transport" 0.00191552380363381
